,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Length
31,0.013229261134155526,0.013227430268863393,0.5942318184891966,0.013228130039077824,0.013229211366142178,0.01322743005834148,0.013227430261601728,0.013228975966087261,0.013227430263501897,0.01322743026562621,0.28671545188740577,219.0
32,0.010004872774773157,0.010003928848939804,0.010005090275861479,0.010004743018881886,0.899955767204576,0.010004028507066269,0.010003928843274066,0.010005462175362599,0.01000392884426377,0.010003928846024026,0.01000432066097689,715.0
33,0.011120778177882238,0.01112035422736811,0.011123568524017857,0.011123726538086012,0.8887823251439002,0.011120588610206348,0.011120354212419624,0.011123631659935287,0.011120354214044188,0.011120354216769116,0.011123964475370951,752.0
34,0.10395752482617175,0.010235769449460266,0.8039154014416086,0.01023673080247469,0.010237734773888202,0.010235936867272056,0.010235769442450323,0.010237243888807635,0.010235769444155421,0.01023576944483777,0.010236349618873358,648.0
35,0.010772713117086174,0.010770846849000162,0.3281069509126256,0.010771594475901402,0.5716062021197025,0.014113251688715966,0.010770846846476499,0.01077293102639803,0.010770847166213739,0.010770846849599208,0.010772968948280792,1885.0
36,0.012114097976831611,0.012113450594948514,0.8788548061316047,0.012115665109748487,0.012115285737349674,0.01211550381795989,0.01211345059042455,0.012114853080157792,0.012113450592363715,0.01211345059345838,0.012115985775152608,323.0
37,0.015540108167463705,0.015536546343691225,0.8446218799290449,0.015538302874535144,0.015541610639147045,0.015536546002875042,0.015536546334725045,0.015538014877195604,0.015536546339281155,0.015536546337132036,0.015537352154909093,111.0
38,0.015625805532243048,0.015624328449035734,0.84374751940812,0.0156271894909575,0.015626197098539383,0.015624328170747806,0.015624328441452583,0.01562663784676026,0.015624328442860403,0.01562432844288887,0.015625008676394422,109.0
39,0.017298443461967815,0.017288036235307315,0.017292263234979052,0.01728928642945892,0.01728960792727943,0.017288035790621634,0.017288036204546595,0.827100665449179,0.017288036205631425,0.017288036208896424,0.01728955285213225,127.0
40,0.01570756053005075,0.015707357999450472,0.842921296909864,0.015708830481728168,0.015708907777506786,0.015707357804224085,0.015707357995023433,0.015708892668203814,0.015707357995914138,0.015707357997168877,0.01570772184086563,157.0
41,0.016185463468515054,0.016183173867359804,0.016185917028428337,0.016184357313731888,0.016185294857738824,0.016183173647380134,0.016183173855920396,0.8381593067379496,0.016183173859938012,0.016183173865419183,0.016183791497618852,172.0
42,0.013026431623214804,0.013025671516478703,0.8697344001923712,0.0130265264663163,0.01302713891961626,0.013026041733516543,0.01302567150868275,0.013027514194644377,0.013025671508550779,0.013025671513725247,0.013029260822883049,179.0
43,0.016899718579665695,0.01689917204489798,0.4823024382663611,0.01690045484824895,0.01690044585433047,0.016899320489106785,0.01689917203801277,0.36559728565027316,0.01689917203939043,0.016899172041852102,0.0169036481478606,185.0
44,0.46402261234208003,0.013777934029082155,0.4119531091559563,0.013778981754042553,0.013795463554751258,0.013777933691329155,0.013777934020973112,0.013780526917292514,0.01377793401901016,0.013777934022880826,0.013779636492601869,202.0
45,0.016598931825103896,0.01659858278172301,0.01660102956035746,0.016600651379838193,0.016601303704334235,0.4210281382954492,0.016598582774225393,0.42957561874022493,0.016598582782260014,0.016598582776978132,0.016599995379505572,333.0
46,0.012739294707709115,0.01273912639047257,0.8726027906727677,0.012740345677493903,0.012740189126066124,0.012739155457134659,0.01273912638738419,0.012741069751142507,0.012739126387970616,0.012739126390004936,0.012740649051853863,529.0
47,0.17622163470998958,0.013248167267677713,0.7045382692318632,0.0132490381436896,0.013249189753665036,0.013248167086081966,0.013248167259669237,0.013249958628629327,0.01324816726141202,0.013248167262981772,0.013251073394340436,234.0
48,0.014293162226047434,0.014291918914029521,0.014296469863916346,0.014293532946094409,0.014294342748573937,0.014291918653711974,0.014291918902649749,0.8570687419377044,0.014291918907120444,0.014291918902215404,0.01429415599793631,102.0
49,0.011000837443830463,0.010999044840499215,0.8900014017411098,0.011000171324240764,0.011000725601760472,0.010999471111855853,0.010999044834932753,0.011001675627444092,0.010999044835730139,0.010999044838226677,0.010999537800369955,426.0
50,0.011439111578791948,0.011435640308558748,0.8856283976017212,0.011437052801750188,0.01143742747593273,0.011436323688695122,0.011435640293436997,0.011437298312614938,0.011435640294302387,0.011435640295832092,0.011441827348363624,324.0
51,0.015198531960116902,0.015193674036840927,0.8480535375147841,0.015194357454173071,0.015194726279448336,0.015193673844941575,0.015193674028819467,0.015195385729752021,0.015193674029638433,0.015193674031976304,0.015195091089508958,222.0
52,0.01302553777503605,0.01302547218591165,0.013026412465182857,0.01302680478360287,0.013028078696767982,0.013034543440246965,0.013025472182161709,0.8697304858595406,0.013025472182636406,0.013025472183214684,0.013026248245698332,699.0
53,0.010748323807212043,0.010744460766800357,0.010746209244040569,0.010745302863556567,0.010746170084445925,0.010748000177932307,0.010744460759059656,0.8925408054406982,0.010744460758163972,0.010744460758697415,0.010747345339393222,442.0
54,0.23911496910342084,0.011825634731935408,0.6543674149370386,0.01182693773329556,0.011832185597716486,0.011901296482455765,0.011825634713665595,0.011827754164774083,0.011825634718253738,0.011825634715848988,0.011826903101594852,415.0
55,0.015001499787268668,0.014996152147413561,0.31311517490807445,0.014997139085415523,0.014998323810207144,0.01499628238167163,0.014996152137393245,0.014998976817354195,0.01499615214020976,0.014996152141958602,0.5519079946430332,165.0
56,0.017057872268112378,0.017057429737372794,0.8294158426054784,0.017059221370729034,0.017060106417459843,0.017057439744420783,0.017057429729082793,0.017059581895495207,0.01705742973003574,0.017057429737002017,0.01706021676481109,192.0
57,0.01307200688149862,0.013071235630624704,0.013073284015364521,0.013073473588393619,0.013072227495464413,0.013071524099661346,0.01307123562673777,0.8692805306609079,0.013071235627768466,0.013071235629971884,0.013072010743606737,312.0
58,0.010785602463553447,0.010785284502129386,0.010786221531382891,0.010786082446096211,0.010807713108065409,0.01078608738051924,0.01078528448495113,0.8921214047416599,0.010785284484060765,0.0107852844855205,0.01078575037206112,613.0
59,0.009471488393810536,0.009471135683491493,0.009473311358293286,0.009472027540849103,0.009471982029267353,0.009471643627900627,0.00947113567898167,0.9052812886367733,0.009471135680008654,0.009471135680888337,0.00947371568973579,574.0
60,0.013499593948911686,0.013496186461803205,0.5045294008228957,0.013499343195996199,0.013497597984977917,0.013498495479329731,0.013496186456907824,0.013498498324535623,0.013496186457328096,0.01349618645924658,0.37399232440806757,390.0
61,0.011120972158196862,0.011120652963336891,0.011121279487160851,0.011121367225030345,0.011122983770941076,0.011121115444514926,0.01112065295863723,0.8887884617979652,0.011120652959012692,0.011120652959476911,0.011121208275727176,580.0
62,0.013045621825589061,0.01303698935683933,0.013040581915872169,0.013037727440548845,0.013040161725848752,0.013036990208861109,0.013036989342307815,0.8696089510607252,0.013036989347069587,0.013036989345157951,0.013042008431180198,213.0
63,0.009745015760441062,0.009744954699905982,0.009745939030355793,0.009746720798819955,0.009745505482214431,0.009746583531777866,0.009744954698143704,0.9025450279924347,0.00974495469896716,0.009744954698973931,0.009745388607965276,689.0
64,0.00999597722441502,0.00999587825114172,0.009996725707141529,0.00999743741743183,0.00999663016345366,0.009996249525330495,0.009995878249423544,0.9000370655100977,0.009995878250370321,0.009995878250354313,0.009996401450839949,558.0
65,0.01630839708771367,0.016299275440335593,0.016301243741770215,0.3921423762302416,0.016300544440948406,0.01630114532653328,0.016299275431229665,0.46114835762384204,0.016299275432724174,0.01629927543382557,0.016300833810835684,637.0
66,0.01476944840043727,0.014769188082229401,0.014769935221615705,0.014769738944570534,0.8523052670978258,0.014769188069689155,0.014769188078636874,0.01476994811478009,0.014769188078958355,0.014769188079870564,0.01476972183138623,287.0
67,0.011100799729073641,0.011099754216903839,0.888994494033801,0.01110064656377244,0.011100772422036484,0.011100423478662396,0.01109975421252908,0.011102371133636529,0.011099754213340226,0.01109975421414135,0.011101475782103,2599.0
68,0.013633271235987543,0.013632954469723669,0.013637686377878792,0.01364171343028526,0.8635689115988432,0.013632991816146293,0.01363295450231724,0.013719950810596042,0.013632954524543791,0.0136329544846985,0.013633656748979608,427.0
69,0.013567303838371795,0.01356703488612551,0.013567767804801104,0.01356753192563647,0.864325326142131,0.013567034735156847,0.013567034881239103,0.013569413427547338,0.013567034881627572,0.013567034881396137,0.013567482595967295,627.0
70,0.015713409476595136,0.015708512281227653,0.8429009505810771,0.01570975672299784,0.01570923313343943,0.015708512100771174,0.015708512271797634,0.015709590421567502,0.015708512273443526,0.015708512273018442,0.015714498464064735,235.0
71,0.40372387973727997,0.009951874870541886,0.506696114045996,0.009953045722942009,0.009961139945075343,0.009951877466012086,0.00995187486226219,0.009953860811886569,0.00995187486288517,0.009951874865095104,0.009952582810023548,676.0
72,0.56009054350005,0.013376611003493728,0.31950982962282537,0.013377472758076782,0.013383813998549925,0.013376610780251713,0.013376610995673284,0.0133782854754287,0.013376610999385734,0.013376610998341058,0.01337699986792358,295.0
73,0.015483473634844425,0.01548206674253031,0.19015661903332315,0.6094926609380485,0.015484246219602897,0.07646449524501515,0.015482066736836185,0.015486020087924733,0.01548206674917888,0.015482066741725788,0.015504217870969804,138.0
74,0.012083200373709614,0.012081602161323183,0.879175037911188,0.01208415638977036,0.012082159003476176,0.012081776060357464,0.012081602156901197,0.01208343903997607,0.012081602157426506,0.012081602159881868,0.012083822585989662,265.0
75,0.017956596396237652,0.017955850249532553,0.820434228713839,0.017959289753528958,0.017956734674849307,0.017955850080231466,0.01795585024377738,0.01795757286193806,0.01795585024530997,0.017955850245883753,0.01795632653487208,202.0
76,0.015432967221669135,0.015431276836073392,0.8456756557488874,0.01543388373914204,0.015432634084693087,0.015431276619017022,0.015431276829760492,0.015432687753961078,0.015431276829901152,0.015431276837811822,0.015435787499083416,406.0
77,0.011904517022905445,0.011902604648329962,0.5477110345716766,0.011903562866322076,0.011903662680226005,0.011902670653621505,0.01190260464493492,0.01190394221806685,0.011902604644808362,0.011902604645994274,0.34516019140311405,371.0
78,0.017732945060938102,0.017729091141685832,0.017732758319875374,0.017730394893574537,0.017730535284933038,0.017729098718506652,0.017729091133460714,0.8226970794648356,0.017729091135864405,0.01772909113552669,0.01773082371079897,115.0
79,0.01539193677777737,0.015389078453137856,0.8461005334387044,0.015390229785402996,0.015390416664825888,0.015389078229084786,0.015389078445994847,0.015391588926964189,0.015389078447475042,0.015389078450695527,0.01538990237993693,216.0
80,0.26476483960923336,0.014713469673449952,0.6028076071044525,0.014714677146468267,0.014715157454522135,0.014713780314358594,0.01471346966617854,0.014715345706135415,0.014713469666265971,0.014713469667581127,0.014714713991354276,334.0
81,0.011848654513344815,0.011847960075511076,0.5518304817043811,0.011851488820838623,0.011848910666265235,0.011849170264257325,0.011847960071311836,0.3415308408204269,0.011847960072624715,0.011847960074309508,0.011848612916728913,372.0
82,0.013917201143808827,0.013916933423761692,0.3443480174248824,0.5303915898637044,0.013918264678498752,0.013916955894876048,0.013916933415919618,0.013919788104975723,0.013916933420077077,0.013916933419168925,0.013920449210326622,324.0
83,0.011532958852253082,0.011528568017553479,0.5228383926297232,0.01152988701506635,0.011529861410372686,0.011528567781120456,0.011528568009435417,0.011530996555337078,0.011528568011692417,0.011528568011797118,0.37339506370564873,342.0
84,0.011050813765429759,0.011048188138170214,0.8895064764316596,0.011048916298478113,0.011049259938003628,0.011052045247392844,0.011048188131718878,0.011050851974747932,0.011048188132735545,0.011048188138175189,0.011048883803488346,416.0
85,0.016092838234700525,0.01606984154385515,0.016076094426389752,0.01607171569243258,0.21356017344264214,0.016070490007408254,0.016069841515500494,0.016078509072389325,0.01606984152293912,0.016069841527606085,0.6417708130141365,119.0
86,0.31573795023433965,0.015490607508932192,0.01549354109097702,0.015491852099077962,0.015492048735909295,0.01549060724387127,0.015490607503056869,0.5448377075455588,0.015490607505035267,0.015490607509601625,0.015493863023640114,143.0
87,0.5348982371486541,0.016606503916122693,0.3156316281358999,0.016608974648320698,0.01661220443248133,0.016606503489447328,0.016606503907743785,0.016609551954210936,0.016606503907852465,0.016606503909431528,0.01660688454983527,134.0
88,0.14136577473179612,0.010153240648838711,0.7672498439541218,0.010154243226040372,0.010154954986597499,0.01015324256128582,0.010153240643823641,0.010155161702894542,0.010153240645180127,0.010153240648172086,0.010153816251249143,870.0
89,0.26360037930852454,0.014426689898687431,0.606554451462764,0.014427858165343288,0.01442786088136112,0.01442668970616662,0.014426689893259702,0.014428843516895622,0.014426689896259512,0.01442668990144545,0.014427157369292606,239.0
90,0.01013541323636146,0.010132353937836775,0.898662073563351,0.010133066853037196,0.010140613116718333,0.010132387066322211,0.01013235392516333,0.010133935990468553,0.01013235392493034,0.010132353927408407,0.010133094458402039,445.0
91,0.01228203226647642,0.012279569824448422,0.3359180442369191,0.01228046681534519,0.012281559643393456,0.012280242763315897,0.012279569817491827,0.5535589264103113,0.012279569818195037,0.01227956982424386,0.01228044857985951,408.0
92,0.17951687251582557,0.011641839560155093,0.7156993773961559,0.011642942211112107,0.011642993414551139,0.011642016746745568,0.011641839553798104,0.011643311822849918,0.011641839554682345,0.011641839558969415,0.011645127665154844,572.0
93,0.37807043533678325,0.012319959609528084,0.5110452723414376,0.0123208985881241,0.012321460698979523,0.012319959437048417,0.012319959604868454,0.012321521935359608,0.012319959605730698,0.01231995960915208,0.012320613232988293,488.0
94,0.018216365605973565,0.01821411485364634,0.8178494688528541,0.018215136978268914,0.018216315383559438,0.018214250552649424,0.018214114847484208,0.018216052262487382,0.01821411484813668,0.018214114850433692,0.018215950964506185,184.0
95,0.01704235428317842,0.017042105400507514,0.8295643503616841,0.017049554943540882,0.017043723540561412,0.017043157999606432,0.017042105395005485,0.017045744332754513,0.017042105397787714,0.017042105396544646,0.017042692948828722,396.0
96,0.012627971771348882,0.012627410343752364,0.8737205732658643,0.01262910361050293,0.012628432802882256,0.01262741017065088,0.01262741034060777,0.012629097478907315,0.012627410341013516,0.01262741034274297,0.012627769531726745,227.0
97,0.012510609086934783,0.012510215475522649,0.8748876543325931,0.012513876739260485,0.012511553106669921,0.01251053914751976,0.012510215469190879,0.012512094313929455,0.012510215469804452,0.012510215470647325,0.012512811387927055,245.0
98,0.011350712250962248,0.01134994474776733,0.8864952981650385,0.01135128030444576,0.01135125685523894,0.011350201961274746,0.011349944745043696,0.011351200374328727,0.011349944745875433,0.011349944746445342,0.011350271103579309,422.0
99,0.011869128445882945,0.011868829872267804,0.8813069668715778,0.011869839366711469,0.011870133635750598,0.011869040951243937,0.01186882986896947,0.011870129000877739,0.01186882986998072,0.011868829870056621,0.011869442246680887,510.0
100,0.011825791112522405,0.011825584705336718,0.011826808372149882,0.011827839654951768,0.01182757303484761,0.011825649546154773,0.011825584701479687,0.8817346211635692,0.011825584700170587,0.011825584699655766,0.01182937830916162,349.0
101,0.013234966016875639,0.013234523968161731,0.8676453544509996,0.013238391897468577,0.013235435606225069,0.013235255257724053,0.013234523963532833,0.01323669065189798,0.013234523965288295,0.01323452396526333,0.013235810256563063,264.0
102,0.23150141336510863,0.015519866702937212,0.6288133923146715,0.0155209153057183,0.015520857984260943,0.015519971459884652,0.015519866678939408,0.015521816776942745,0.01551986667932911,0.015519866680920601,0.01552216605128692,239.0
103,0.015311659574382916,0.015307432427834201,0.03554863860447826,0.5882973874790783,0.015311232443327681,0.015307631881720431,0.01530743225412832,0.015319096880006197,0.015307432237071827,0.015307432158867398,0.25367462405910435,200.0
104,0.012213921638706318,0.012213807298809259,0.8778566833401478,0.012215031258158595,0.012214726335891424,0.012213807142148968,0.01221380729392281,0.012215042248119482,0.012213807294498884,0.01221380729582892,0.012215558853767652,436.0
105,0.01426995613036474,0.014269647531850716,0.014272048102414506,0.014272195638066473,0.01427178436578687,0.014269716561170364,0.014269647518159836,0.34678988538322203,0.014269647519251697,0.014269647521062313,0.5247758237286505,207.0
106,0.016254069784035537,0.016246180720026333,0.8375232464061135,0.016247202428311038,0.016249145754435743,0.01624618049634331,0.016246180703608462,0.016248272854529042,0.016246180700019416,0.01624618070213023,0.016247159450447305,105.0
107,0.016473883001525202,0.016473494733645136,0.4349617969115474,0.016477372685548025,0.016476564555885566,0.016473494455830077,0.016473494721501745,0.41676669775355657,0.01647349472366211,0.01647349472470343,0.016476211732594843,126.0
108,0.012329045369037119,0.012322627747733487,0.012325697294438108,0.012323714102158455,0.012323504559343338,0.012322889117097263,0.012322627738474421,0.8767576302144048,0.012322627744654284,0.012322627745441092,0.012327008367217687,313.0
109,0.014280564424477477,0.014280198803626461,0.01428203656117364,0.014282062801117316,0.014281642980978084,0.014280535514692695,0.014280198797116853,0.857190837650188,0.014280198797989583,0.014280198801218873,0.01428152486742094,224.0
110,0.26793445761152984,0.011626943542873538,0.6274066729312213,0.011628186786366863,0.011633199845902357,0.01162698448483995,0.011626943520935643,0.011628996341112153,0.01162694352030233,0.011626943521093577,0.011633727893822322,481.0
111,0.014395623210674634,0.01439451948565895,0.8560488794564778,0.014395732920781406,0.014395346974474237,0.014394682864774442,0.014394519481747171,0.014395765438289446,0.014394519482409468,0.014394519483596498,0.014395891201115785,413.0
112,0.3544897133114758,0.015169614653852212,0.5089764778919078,0.015171469581935132,0.015170791133339658,0.015169614416673286,0.015169614644019102,0.015171798464277702,0.015169614645385548,0.015169614649318453,0.015171676607815359,308.0
113,0.18539279480371568,0.009426906882627402,0.7297605859449414,0.009427878185961648,0.009428079834073674,0.009427069602425705,0.009426906878851832,0.009428359536551231,0.009426906879794375,0.009426906882874966,0.009427604568182327,709.0
114,0.014985505905605793,0.014985464219104074,0.8501414421698148,0.0149864028646657,0.014985985367148331,0.014985464074442704,0.014985464215062647,0.014986593873950405,0.014985464215869779,0.014985464216724587,0.014986748877611351,148.0
115,0.017569545114095027,0.017569375247613393,0.01757204306735388,0.017571081446732462,0.017571478846575773,0.017571483919284554,0.017569375241970202,0.8242947753371445,0.017569375245517993,0.017569375243579845,0.017572091290132378,132.0
116,0.016213245310570952,0.016211508971093854,0.01621466932681028,0.016213792505610662,0.016212152832282233,0.01621261200497241,0.016211508963041354,0.8378685717769498,0.01621150896439259,0.016211508965645195,0.016218920378630625,335.0
117,0.013644771300315361,0.013644539936641985,0.8635428044283324,0.013652053992134473,0.013645429670821788,0.013645145674875216,0.013644539932886146,0.013646672053270404,0.01364453993707824,0.013644539934064807,0.013644963139579046,157.0
118,0.019012311447034733,0.019011317923023796,0.019013796554786862,0.019013108429494212,0.019012976018102628,0.019011317642119493,0.0190113179175216,0.8098791881724485,0.01901131791846025,0.0190113179394677,0.019012030037540453,230.0
119,0.01731518717906308,0.017315103439523128,0.8268444487989776,0.01731667054355865,0.017316065622421592,0.01731510326259533,0.017315103436968043,0.017316573453998608,0.017315103437983002,0.017315103440256756,0.01731553738465442,196.0
120,0.011303194498023873,0.011302626627087824,0.8869667507812425,0.011304240179397919,0.01130491646359985,0.011302832104803642,0.01130262662361156,0.011304322487403155,0.011302626626302686,0.011302626625370155,0.011303236983156892,337.0
121,0.00937630223362822,0.009375815679591285,0.0336718953256634,0.009377656171524166,0.8819296483882458,0.009375850418373443,0.00937581566956639,0.009382285480376397,0.009375815670525221,0.009375815672189891,0.009383099290315833,572.0
122,0.010193561957783617,0.010193291014623638,0.010194762514352383,0.010194715945040286,0.5392292601982787,0.010193847093908722,0.010193291010810146,0.3690252529100139,0.010193291012155162,0.01019329101236731,0.010195435330666367,647.0
123,0.01169758537992203,0.0116971583332028,0.8830224936905119,0.01169817965337225,0.011698540079332194,0.011697476505529275,0.011697158329448187,0.011698903234397352,0.01169715833090062,0.011697158331215714,0.011698188132167638,282.0
124,0.01330303675172097,0.013302651658088858,0.013303855550672542,0.013303340270512764,0.8669687293641084,0.013302651502309219,0.013302651652570475,0.01330383256072144,0.013302651654450335,0.013302651655050958,0.013303947379793981,389.0
125,0.010771271102358359,0.010771108378750652,0.010772048884270044,0.010771667827438127,0.89228584773595,0.010771192995877348,0.010771108375602224,0.010772053858554096,0.010771108376179462,0.010771108376687311,0.010771484088332504,558.0
126,0.013733302141363713,0.01373257085265661,0.013734312019545015,0.8626592427017062,0.013737870879561477,0.013732637151258685,0.013732570846654248,0.013738030509754338,0.013732570849011659,0.013732570851132954,0.013734321197355227,314.0
127,0.01015797755171153,0.010157876328119953,0.010159544235991205,0.010158706621036833,0.6228886105484212,0.010157879199652099,0.010157876321379676,0.2856860044625247,0.010157876322070524,0.010157876324801479,0.010159772084291141,708.0
128,0.010936439360920544,0.010936308996585912,0.010937427687826492,0.5455636975695425,0.01093780176864092,0.010936337525439918,0.01093630899369972,0.35600640577561254,0.010936308994189455,0.01093630899592869,0.010936654331613449,519.0
129,0.01621125449624917,0.016210748076937363,0.6839671997028268,0.016212012120659553,0.1701319818074676,0.01621074784499786,0.016210748068799567,0.016212241485263536,0.016210748070508856,0.01621074807215084,0.01621157025413903,119.0
130,0.012461022719379726,0.012460562422434708,0.012461917260799583,0.012461000795431573,0.8753899569599755,0.012460562298970043,0.012460562418372468,0.012461484995997798,0.012460562418695004,0.012460562421660529,0.012461805288283232,599.0
131,0.01148327735578267,0.011482965659243038,0.011488118325680701,0.011516348130539613,0.8850661177495631,0.01148296259912264,0.011482965630194098,0.011513661083535067,0.011482965635466266,0.011482965625308643,0.011517652205564204,469.0
